t_sec,lat,lon,alt_m,hdg_deg,spd_mps,grc_dalam kota,arc_label,arc_rute_dalam kota,arc_rule,,,grc_filtered_dalam_kota,,alpha,0.1
292.779093,-6.26309967,106.8987961,27.48864555,63.48638535,0.000127888,6,ARC-d,3,Inside Halim (treated as Class C) → ARC-d,,,5.6518315,,,
293.4282928,-6.26309967,106.8987961,27.48864746,63.48638535,3.88E-05,6,ARC-d,3,Inside Halim (treated as Class C) → ARC-d,,,5.68664835,,,
294.2380362,-6.26309967,106.8987961,27.48864937,63.48638535,7.98E-06,6,ARC-d,3,Inside Halim (treated as Class C) → ARC-d,,,5.717983515,,,
295.0282891,-6.26309967,106.8987961,27.48864937,63.48637772,1.99E-05,6,ARC-d,3,Inside Halim (treated as Class C) → ARC-d,,,5.746185163,,,
295.7907925,-6.26309967,106.8987961,27.48864937,63.48637772,1.99E-05,6,ARC-d,3,Inside Halim (treated as Class C) → ARC-d,,,5.771566647,,,
296.5676827,-6.26309967,106.8987961,27.48864937,63.48637772,1.99E-05,6,ARC-d,3,Inside Halim (treated as Class C) → ARC-d,,,5.794409982,,,
297.2043874,-6.26309967,106.8987961,27.48864937,63.48637772,1.99E-05,6,ARC-d,3,Inside Halim (treated as Class C) → ARC-d,,,5.814968984,,,
297.8518426,-6.26309967,106.8987961,27.48864937,63.48637772,1.99E-05,6,ARC-d,3,Inside Halim (treated as Class C) → ARC-d,,,5.833472086,,,
298.4943609,-6.26309967,106.8987961,27.48864937,63.48637772,1.99E-05,6,ARC-d,3,Inside Halim (treated as Class C) → ARC-d,,,5.850124877,,,
299.1270366,-6.26309967,106.8987961,27.48864937,63.48637772,1.99E-05,6,ARC-d,3,Inside Halim (treated as Class C) → ARC-d,,,5.865112389,,,
299.8911207,-6.26309967,106.8987961,27.48864937,63.48637772,1.99E-05,6,ARC-d,3,Inside Halim (treated as Class C) → ARC-d,,,5.87860115,,,
300.5291038,-6.26309967,106.8987961,27.48864937,63.48637772,1.99E-05,6,ARC-d,3,Inside Halim (treated as Class C) → ARC-d,,,5.890741035,,,
301.2011387,-6.26309967,106.8987961,27.48864937,63.48637772,1.99E-05,6,ARC-d,3,Inside Halim (treated as Class C) → ARC-d,,,5.901666932,,,
301.8433716,-6.26309967,106.8987961,27.48864937,63.48637772,1.99E-05,6,ARC-d,3,Inside Halim (treated as Class C) → ARC-d,,,5.911500239,,,
