timestamp,aircraftid,lat,lon,altitude
492.0,CTV855,-6.158792059309183,106.7113567056141,19.9644
493.0,SD05,-6.188348654170681,106.76040830594717,19.9644
493.0,LNI204,-6.189542212679554,106.77123142869108,19.9644
493.0,BTK702,-6.222037283009016,106.81140221045266,19.9644
493.0,CTV855,-6.1589840946469625,106.71167536236788,19.9644
494.0,SD05,-6.188480658730106,106.7606274073888,19.9644
494.0,LNI204,-6.189454418719869,106.77099093471818,19.9644
494.0,BTK702,-6.2217928656350905,106.81100654322404,19.9644
494.0,CTV855,-6.159176129795692,106.71199401935218,19.9644
495.0,SD05,-6.188612663199737,106.7608465089399,19.9644
495.0,LNI204,-6.189366624651763,106.77075044082525,19.9644
495.0,BTK702,-6.221548447966767,106.81061087636348,19.9644
495.0,CTV855,-6.159368164755367,106.712312676567,19.9644
496.0,SD05,-6.188744667579568,106.76106561060048,19.9644
496.0,LNI204,-6.189278830475213,106.77050994701237,19.9644
496.0,BTK702,-6.2213040300040605,106.81021520987092,19.9644
496.0,CTV855,-6.159560199525983,106.71263133401231,19.9644
497.0,SD05,-6.1888766718695996,106.76128471237053,19.9644
497.0,LNI204,-6.1891910361901905,106.7702694532795,19.9644
497.0,BTK702,-6.221059611746983,106.80981954374636,19.9644
497.0,CTV855,-6.15975223410753,106.71294999168816,19.9644
498.0,SD05,-6.189008676069828,106.76150381425006,19.9644
498.0,LNI204,-6.189103241796665,106.77002895962669,19.9644
498.0,BTK702,-6.220815193195545,106.8094238779898,19.9644
498.0,CTV855,-6.159944268500005,106.71326864959454,19.9644
499.0,SD05,-6.189140680180253,106.7617229162391,19.9644
499.0,LNI204,-6.189015447294591,106.76978846605392,19.9644
499.0,BTK702,-6.22057077434976,106.8090282126012,19.9644
499.0,CTV855,-6.160136302703401,106.71358730773149,19.9644
500.0,SD05,-6.189272684200869,106.76194201833759,19.9644
500.0,LNI204,-6.188927652683909,106.76954797256121,19.9644
500.0,BTK702,-6.220326355209638,106.80863254758057,19.9644
500.0,CTV855,-6.160328336717711,106.71390596609896,19.9644
501.0,SD05,-6.189404688131678,106.76216112054557,19.9644
501.0,LNI204,-6.188839857964531,106.76930747914862,19.9644
501.0,BTK702,-6.220081935775193,106.80823688292789,19.9644
501.0,CTV855,-6.160520370542931,106.71422462469701,19.9644
502.0,SD05,-6.189536691972678,106.76238022286304,19.9644
502.0,LNI204,-6.188752063136322,106.76906698581621,19.9644
502.0,BTK702,-6.219837516046434,106.80784121864312,19.9644
502.0,CTV855,-6.160712404179053,106.71454328352561,19.9644
503.0,SD05,-6.1896686957238645,106.76259932529001,19.9644
503.0,LNI204,-6.188684899599963,106.76882014682081,19.9644
503.0,BTK702,-6.2195930960233765,106.80744555472629,19.9644
503.0,CTV855,-6.160904437626072,106.71486194258479,19.9644
504.0,SD05,-6.189800699385236,106.76281842782647,19.9644
504.0,LNI204,-6.188658061174781,106.76856565774597,19.9644
504.0,BTK702,-6.219348675706031,106.80704989117734,19.9644
504.0,CTV855,-6.161096470883981,106.71518060187454,19.9644
505.0,SD05,-6.189932702956792,106.76303753047243,19.9644
505.0,LNI204,-6.1886722460403805,106.7683101388972,19.9644
505.0,BTK702,-6.2191042550944085,106.80665422799629,19.9644
505.0,CTV855,-6.1612885039527745,106.71549926139488,19.9644
506.0,SD05,-6.19006470643853,106.76325663322788,19.9644
506.0,LNI204,-6.188727085189123,106.76806023736842,19.9644
506.0,BTK702,-6.218859834188521,106.80625856518311,19.9644
506.0,CTV855,-6.161480536832447,106.7158179211458,19.9644
507.0,SD05,-6.190196709830447,106.76347573609284,19.9644
507.0,LNI204,-6.188821152025559,106.76782245412606,19.9644
507.0,BTK702,-6.218615412988381,106.80586290273779,19.9644
507.0,CTV855,-6.161672569522991,106.71613658112733,19.9644
508.0,SD05,-6.190328713132542,106.7636948390673,19.9644
508.0,LNI204,-6.188935124436137,106.7675933402353,19.9644
508.0,BTK702,-6.218370991494001,106.8054672406603,19.9644
508.0,CTV855,-6.1618646020244014,106.71645524133947,19.9644
509.0,SD05,-6.1904607163448135,106.76391394215125,19.9644
509.0,LNI204,-6.189049102269443,106.76736422902283,19.9644
509.0,BTK702,-6.218126569705391,106.80507157895066,19.9644
509.0,CTV855,-6.162056634336671,106.7167739017822,19.9644
510.0,SD05,-6.190592719467258,106.7641330453447,19.9644
510.0,LNI204,-6.189163080004537,106.76713511771152,19.9644
510.0,BTK702,-6.217882147622565,106.80467591760882,19.9644
510.0,CTV855,-6.162248666459795,106.71709256245556,19.9644
511.0,SD05,-6.190724722499874,106.76435214864769,19.9644
511.0,LNI204,-6.189277057641417,106.76690600630135,19.9644
511.0,BTK702,-6.217637725245534,106.80428025663477,19.9644
511.0,CTV855,-6.162440698393767,106.71741122335956,19.9644
512.0,SD05,-6.19085672544266,106.76457125206018,19.9644
512.0,LNI204,-6.189391035180079,106.76667689479233,19.9644
512.0,BTK702,-6.217393302574309,106.80388459602852,19.9644
512.0,CTV855,-6.162632730138582,106.7177298844942,19.9644
513.0,SD05,-6.190988728295613,106.76479035558218,19.9644
513.0,LNI204,-6.189505012620521,106.76644778318443,19.9644
513.0,BTK702,-6.217148879608904,106.80348893579003,19.9644
513.0,CTV855,-6.162824761694231,106.71804854585947,19.9644
514.0,SD05,-6.191120731058732,106.76500945921369,19.9644
514.0,LNI204,-6.189618989962744,106.76621867147766,19.9644
514.0,BTK702,-6.216904456349334,106.80309327591931,19.9644
514.0,CTV855,-6.16301679306071,106.7183672074554,19.9644
515.0,SD05,-6.191252733732015,106.76522856295472,19.9644
515.0,LNI204,-6.189732967206743,106.76598955967204,19.9644
515.0,BTK702,-6.2166600327956,106.80269761641632,19.9644
515.0,CTV855,-6.163208824238016,106.71868586928198,19.9644
516.0,SD05,-6.191384736315462,106.76544766680527,19.9644
516.0,LNI204,-6.189846944352518,106.76576044776753,19.9644
516.0,BTK702,-6.216415608947723,106.80230195728107,19.9644
516.0,CTV855,-6.163400855226138,106.71900453133924,19.9644
517.0,SD05,-6.191516738809066,106.76566677076536,19.9644
517.0,LNI204,-6.189960921400066,106.76553133576417,19.9644
517.0,BTK702,-6.216171184805711,106.80190629851353,19.9644
517.0,CTV855,-6.16359288602507,106.71932319362715,19.9644
518.0,SD05,-6.19164874121283,106.76588587483496,19.9644
